experiment_id,run_iteration,gen,total_episodes,score,lr,batch_size,gamma,epsilon,Max Iteration Episode,Iteration time
mu01_01,1,1,80,16,0.00666,473,0.921,0.8336,,
mu01_01,1,2,160,16,0.00799,592,0.987,0.7923,,
mu01_01,1,3,240,403.3,0.00799,592,0.987,0.7923,,
mu01_01,1,4,320,467.5,0.00799,592,0.987,0.7923,,
mu01_01,1,5,400,477.8,0.00749,518,0.819,0.6007,,
mu01_01,1,6,480,120.8,0.00808,838,0.849,0.704,,
mu01_01,1,7,560,183.5,0.00594,343,0.983,0.1667,,
mu01_01,1,8,640,211.1,0.00594,343,0.983,0.1667,,
mu01_01,1,9,720,209.8,0.00485,714,0.953,0.0474,,
mu01_01,1,10,800,281.4,0.00037,656,0.99,0.2137,,
mu01_01,1,11,880,382.7,0.00037,656,0.99,0.2137,,
mu01_01,1,12,960,226.5,0.00437,507,0.967,0.8622,,
mu01_01,1,13,1040,332.8,0.00057,981,0.847,0.4573,,
mu01_01,1,14,1120,233,0.00313,980,0.958,0.837,,
mu01_01,1,15,1200,198.3,0.00281,994,0.983,0.7045,,
mu01_01,1,16,1280,216.9,0.00483,854,0.907,0.9682,,
mu01_01,1,17,1360,356,0.00769,954,0.976,0.9135,,
mu01_01,1,18,1440,452.3,0.00871,912,0.982,0.907,,
mu01_01,1,19,1520,500,0.00779,908,0.977,0.2736,,
mu01_01,1,,,,,,,,1520,1007
mu01_01,2,1,80,22.6,0.00973,442,0.821,0.554,,
mu01_01,2,2,160,114.9,0.00789,291,0.847,0.3324,,
mu01_01,2,3,240,293,0.00789,291,0.847,0.3324,,
mu01_01,2,4,320,223.2,0.00933,714,0.941,0.7138,,
mu01_01,2,5,400,162.7,0.00931,684,0.899,0.9454,,
mu01_01,2,6,480,196.3,0.00972,448,0.979,0.8787,,
mu01_01,2,7,560,228.5,0.00725,260,0.882,0.936,,
mu01_01,2,8,640,500,0.00961,157,0.93,0.3053,,
mu01_01,2,,,,,,,,640,439
mu01_01,3,1,80,24.9,0.00558,723,0.81,0.2457,,
mu01_01,3,2,160,107.3,0.0063,675,0.919,0.7097,,
mu01_01,3,3,240,121.9,0.00101,487,0.813,0.386,,
mu01_01,3,4,320,500,0.00804,51,0.971,0.5923,,
mu01_01,3,,,,,,,,320,197
mu01_01,4,1,80,33.1,0.00499,945,0.858,0.9151,,
mu01_01,4,2,160,22.8,0.00511,332,0.914,0.1988,,
mu01_01,4,3,240,224.5,0.00321,130,0.957,0.2032,,
mu01_01,4,4,320,342.6,0.00596,118,0.922,0.9648,,
mu01_01,4,5,400,288,0.00365,1002,0.87,0.6198,,
mu01_01,4,6,480,179.3,0.00365,1002,0.87,0.6198,,
mu01_01,4,7,560,120.2,0.00299,905,0.922,0.7461,,
mu01_01,4,8,640,140.2,0.00981,988,0.857,0.98,,
mu01_01,4,9,720,176.4,0.0075,821,0.998,0.9998,,
mu01_01,4,10,800,157.8,0.00697,194,0.891,0.963,,
mu01_01,4,11,880,155.2,0.0075,821,0.998,0.9998,,
mu01_01,4,12,960,189.3,0.00869,1007,0.989,0.8208,,
mu01_01,4,13,1040,162.2,0.00261,872,0.922,0.6972,,
mu01_01,4,14,1120,123.3,0.00218,957,0.929,0.6168,,
mu01_01,4,15,1200,239.3,0.00041,995,0.914,0.3111,,
mu01_01,4,16,1280,381,0.00201,985,0.898,0.5603,,
mu01_01,4,17,1360,201.7,0.00201,985,0.898,0.5603,,
mu01_01,4,18,1440,210.9,0.00152,854,0.989,0.9657,,
mu01_01,4,19,1520,188.2,0.00247,909,0.921,0.9948,,
mu01_01,4,20,1600,233.1,0.00068,960,0.987,0.644,,
