experiment_id,run_iteration,gen,total_episodes,score,lr,batch_size,gamma,epsilon,Max Iteration Episode,Iteration time
mu09_01,16,1,80,12.1,0.00294,836,0.95,0.7485,,
mu09_01,16,2,160,101.6,0.00686,56,0.959,0.9282,,
mu09_01,16,3,240,256.3,0.0085,197,0.808,0.4722,,
mu09_01,16,4,320,500,0.00102,708,0.851,0.9933,,
mu09_01,16,,,,,,,,320,191
mu09_01,17,1,80,17,0.00805,523,0.987,0.2365,,
mu09_01,17,2,160,156.6,0.00847,491,0.947,0.9499,,
mu09_01,17,3,240,106.2,0.00817,516,0.928,0.5204,,
mu09_01,17,4,320,169,0.00847,491,0.947,0.9499,,
mu09_01,17,5,400,197,0.0095,281,0.903,0.8917,,
mu09_01,17,6,480,500,0.00975,437,0.917,0.4276,,
mu09_01,17,,,,,,,,480,318
mu09_01,18,1,80,11.3,0.00761,757,0.872,0.9602,,
mu09_01,18,2,160,101.7,0.00375,797,0.899,0.6797,,
mu09_01,18,3,240,180.7,0.00118,393,0.8,0.6879,,
mu09_01,18,4,320,352.2,0.00129,185,0.826,0.4532,,
mu09_01,18,5,400,245.1,0.00067,911,0.892,0.6872,,
mu09_01,18,6,480,253.6,0.00067,911,0.892,0.6872,,
mu09_01,18,7,560,149.6,0.00698,230,0.959,0.2842,,
mu09_01,18,8,640,252.3,0.00995,722,0.851,0.556,,
mu09_01,18,9,720,127.6,0.00958,775,0.943,0.5058,,
mu09_01,18,10,800,232.5,0.0096,846,0.978,0.1916,,
mu09_01,18,11,880,115.1,0.01,249,0.808,0.6954,,
mu09_01,18,12,960,379.4,0.00234,618,0.885,0.9519,,
mu09_01,18,13,1040,325.8,0.01,249,0.808,0.6954,,
mu09_01,18,14,1120,391.5,0.0071,997,0.8,0.9419,,
mu09_01,18,15,1200,291.2,0.0071,997,0.8,0.9419,,
mu09_01,18,16,1280,294.9,0.00409,996,0.875,0.8519,,
mu09_01,18,17,1360,271.4,0.00732,395,0.999,0.9106,,
mu09_01,18,18,1440,348,0.00409,996,0.875,0.8519,,
mu09_01,18,19,1520,275.2,0.00036,993,0.999,0.8858,,
mu09_01,18,20,1600,171.7,0.00019,1002,0.98,0.5986,,
mu09_01,18,21,1680,146.5,0.00965,758,0.818,0.9463,,
mu09_01,18,22,1760,138.9,0.00165,974,0.921,0.7288,,
mu09_01,18,23,1840,140.8,0.002,934,0.999,0.6764,,
mu09_01,18,24,1920,96.9,0.002,934,0.999,0.6764,,
mu09_01,18,25,2000,116.7,0.00986,935,0.985,0.525,,
mu09_01,18,26,2080,104.2,0.00313,901,0.961,0.9744,,
mu09_01,18,27,2160,142.8,0.00929,776,0.984,0.9664,,
mu09_01,18,28,2240,135,0.00881,633,0.819,0.999,,
mu09_01,18,29,2320,406.9,0.00519,999,0.804,0.9999,,
mu09_01,18,30,2400,158.6,0.00954,1023,0.979,0.9342,,
mu09_01,18,31,2480,193.2,0.0026,1023,0.832,0.7891,,
mu09_01,18,32,2560,180.8,0.00593,984,0.867,0.9901,,
mu09_01,18,33,2640,315.1,0.00999,131,0.831,0.8998,,
mu09_01,18,34,2720,381.4,0.00048,511,0.998,0.8414,,
mu09_01,18,35,2800,401.1,0.00048,511,0.998,0.8414,,
mu09_01,18,36,2880,262.3,0.00048,511,0.998,0.8414,,
mu09_01,18,37,2960,282.7,0.00024,967,0.998,0.8791,,
mu09_01,18,38,3040,322.6,0.00048,511,0.998,0.8414,,
mu09_01,18,39,3120,414.5,0.00174,54,0.998,0.3387,,
mu09_01,18,40,3200,340.8,0.00024,967,0.998,0.8791,,
mu09_01,18,41,3280,221.8,0.0001,241,0.983,0.4664,,
mu09_01,18,42,3360,135.8,0.0001,241,0.983,0.4664,,
mu09_01,18,43,3440,141.2,0.0001,241,0.983,0.4664,,
mu09_01,18,44,3520,110.4,0.0042,932,0.992,0.7762,,
mu09_01,18,45,3600,138.7,0.00137,804,0.992,0.8776,,
mu09_01,18,46,3680,113.1,0.00137,804,0.992,0.8776,,
mu09_01,18,47,3760,124.7,0.00019,122,0.993,0.9433,,
mu09_01,18,48,3840,158.5,0.00052,935,0.98,0.5718,,
mu09_01,18,49,3920,183.3,0.00675,866,0.997,0.836,,
mu09_01,18,50,4000,143.2,0.00028,967,0.8,0.8646,,
mu09_01,18,51,4080,208.3,0.00675,866,0.997,0.836,,
mu09_01,18,52,4160,135.2,0.00011,960,0.819,0.1227,,
