experiment_id,run_iteration,gen,total_episodes,score,lr,batch_size,gamma,epsilon,Max Iteration Episode,Iteration time
batch16_C2,1,1,80,12.7,0.00652,521,0.823,0.9418,,
batch16_C2,1,2,160,243,0.00562,424,0.828,0.9695,,
batch16_C2,1,3,240,83.9,0.00562,424,0.828,0.9695,,
batch16_C2,1,4,320,183,0.00255,520,0.805,0.7996,,
batch16_C2,1,5,400,500,0.00255,520,0.805,0.7996,,
batch16_C2,1,,,,,,,,400,181
batch16_C1,1,1,80,18,0.0014,846,0.837,0.3718,,
batch16_C1,1,2,160,37.6,0.00169,45,0.966,0.9738,,
batch16_C1,1,3,240,262.2,0.00173,985,0.973,0.8632,,
batch16_C1,1,4,320,285.4,0.00721,659,0.97,0.6258,,
batch16_C1,1,5,400,500,0.00297,800,0.865,0.4279,,
batch16_C1,1,,,,,,,,400,271
batch16_C2,1,1,80,11.6,0.00911,331,0.835,0.7013,,
batch16_C2,1,2,160,91.4,0.00185,695,0.967,0.9871,,
batch16_C2,1,3,240,214.9,0.00185,695,0.967,0.9871,,
batch16_C2,1,4,320,206.5,0.00522,727,0.847,1,,
batch16_C2,1,5,400,500,0.00522,727,0.847,1,,
batch16_C2,1,,,,,,,,400,256
batch16_C2,2,1,80,14.6,0.00308,796,0.891,0.8059,,
batch16_C2,2,2,160,29.3,0.00704,809,0.974,0.9662,,
batch16_C2,2,3,240,211.8,0.0062,217,0.814,0.8395,,
batch16_C2,2,4,320,185.2,0.0027,611,0.992,0.7028,,
batch16_C2,2,5,400,425.3,0.00885,814,0.934,0.7921,,
batch16_C2,2,6,480,500,0.00966,605,0.808,0.0903,,
batch16_C2,2,,,,,,,,480,363
batch16_C1,2,1,80,21,0.00897,968,0.812,0.823,,
batch16_C1,2,2,160,27.9,0.00897,968,0.812,0.823,,
batch16_C1,2,3,240,272.6,0.00689,759,0.961,0.2129,,
batch16_C1,2,4,320,429.2,0.00506,265,0.822,0.0898,,
batch16_C1,2,5,400,412.8,0.00473,16,0.814,0.3107,,
batch16_C1,2,6,480,500,0.00247,443,0.906,0.9098,,
batch16_C1,2,,,,,,,,480,430
batch16_C2,3,1,80,14.4,0.00215,715,0.877,0.3027,,
batch16_C2,3,2,160,13.1,0.00693,676,0.968,0.416,,
batch16_C2,3,3,240,470.4,0.00376,227,0.917,0.1393,,
batch16_C2,3,4,320,500,0.00546,170,0.956,0.5077,,
batch16_C2,3,,,,,,,,320,216
batch16_C2,2,1,80,15.7,0.00877,753,0.983,0.3212,,
batch16_C2,2,2,160,21.5,0.00431,1023,0.995,0.8532,,
batch16_C2,2,3,240,215.4,0.00954,661,0.999,0.9637,,
batch16_C2,2,4,320,303,0.00431,1023,0.995,0.8532,,
batch16_C2,2,5,400,459.1,0.00117,838,0.816,0.845,,
batch16_C2,2,6,480,141.6,0.00117,838,0.816,0.845,,
batch16_C2,2,7,560,173.9,0.00807,737,0.981,0.9786,,
batch16_C2,2,8,640,457.4,0.00262,536,0.943,0.9586,,
batch16_C2,2,9,720,500,0.00807,737,0.981,0.9786,,
batch16_C2,2,,,,,,,,720,513
batch16_C1,3,1,80,10.3,0.00349,307,0.89,0.3217,,
batch16_C1,3,2,160,19.7,0.00056,660,0.926,0.4618,,
batch16_C1,3,3,240,500,0.00604,138,0.821,0.3209,,
batch16_C1,3,,,,,,,,240,121
batch16_C2,4,1,80,19.8,0.00695,85,0.956,0.1845,,
batch16_C2,4,2,160,500,0.00538,119,0.983,0.5897,,
batch16_C2,4,,,,,,,,160,61
batch16_C2,3,1,80,15.3,0.00316,919,0.859,0.6289,,
batch16_C2,3,2,160,45.8,0.00316,919,0.859,0.6289,,
batch16_C2,3,3,240,500,0.0082,409,0.99,0.0191,,
batch16_C2,3,,,,,,,,240,88
batch16_C2,5,1,80,10.5,0.00438,201,0.92,0.9344,,
batch16_C2,5,2,160,32.1,0.00438,201,0.92,0.9344,,
batch16_C2,5,3,240,500,0.00179,87,0.881,0.8005,,
batch16_C2,5,,,,,,,,240,105
batch16_C1,4,1,80,46.8,0.00896,742,0.814,0.6558,,
batch16_C1,4,2,160,128,0.00896,742,0.814,0.6558,,
batch16_C1,4,3,240,173.7,0.00733,1022,0.85,0.7492,,
batch16_C1,4,4,320,328.2,0.00995,678,0.828,0.9768,,
batch16_C1,4,5,400,500,0.00248,1005,0.923,0.7303,,
batch16_C1,4,,,,,,,,400,209
batch16_C2,6,1,80,9.7,0.00905,200,0.882,0.8693,,
batch16_C2,6,2,160,51.5,0.00328,285,0.861,0.7237,,
batch16_C2,6,3,240,185.3,0.00657,783,0.969,0.6662,,
batch16_C2,6,4,320,205.8,0.00739,971,0.927,0.5442,,
batch16_C2,6,5,400,136.4,0.00831,308,0.918,0.8218,,
batch16_C2,6,6,480,161.2,0.00709,492,0.996,0.9443,,
batch16_C2,6,7,560,231.8,0.00709,492,0.996,0.9443,,
batch16_C2,6,8,640,176.8,0.00959,333,0.986,0.835,,
batch16_C2,6,9,720,244.7,0.00781,98,0.914,0.9481,,
batch16_C2,6,10,800,250.8,0.00781,98,0.914,0.9481,,
batch16_C2,6,11,880,125.1,0.00164,1023,0.818,0.298,,
batch16_C2,6,12,960,500,0.0044,229,0.801,0.8302,,
batch16_C2,6,,,,,,,,960,553
batch16_C2,4,1,80,24.8,0.00383,621,0.946,0.9531,,
batch16_C2,4,2,160,251.7,0.00383,621,0.946,0.9531,,
batch16_C2,4,3,240,470.2,0.00383,621,0.946,0.9531,,
batch16_C2,4,4,320,191.4,0.00182,648,0.988,0.9999,,
batch16_C2,4,5,400,243.5,0.00049,742,0.927,0.7384,,
batch16_C2,4,6,480,262,0.00207,168,0.957,0.497,,
batch16_C2,4,7,560,202.4,0.00269,722,0.96,0.944,,
batch16_C2,4,8,640,279.8,0.00411,242,0.963,0.7222,,
batch16_C2,4,9,720,241.5,0.00986,582,0.999,0.842,,
batch16_C2,4,10,800,239.1,0.0044,993,0.988,0.659,,
batch16_C2,4,11,880,481,0.00727,874,0.988,0.7211,,
batch16_C2,4,12,960,500,0.00727,874,0.988,0.7211,,
batch16_C2,4,,,,,,,,960,670
batch16_C2,5,1,80,12,0.00777,57,0.988,0.441,,
