experiment_id,iteration,generation,total_population_episodes,score,learning_rate,batch_size,gamma,epsilon,wall_time,episodes_to_solve
PB2_LUNARLANDER_4,6,4,640,20.6514771032471,0.01,16,0.8,0.01,132.919472455978,
PB2_LUNARLANDER_4,6,5,800,4.98510612434795,0.01,1024,0.8,0.01,179.979919910431,
PB2_LUNARLANDER_4,6,6,960,157.233925714444,0.00350844617812446,819,0.972960242356571,0.402913631726412,273.207199811935,
PB2_LUNARLANDER_4,6,7,1120,128.540869393577,0.0001,33,0.999,0.704444267294563,349.556974887848,
PB2_LUNARLANDER_4,6,8,1280,126.260634074457,0.00952428558330164,877,0.980133052596184,0.999999683573893,383.249421358109,
PB2_LUNARLANDER_4,6,9,1440,233.881652935038,0.00487446475897906,584,0.986601001726747,0.483251814889388,415.932415962219,1440
PB2_LUNARLANDER_4,7,1,160,50.3359203165884,0.000882445933821175,38,0.961546674906623,0.374463076607135,17.5262396335602,
PB2_LUNARLANDER_4,7,2,320,-63.2118005663575,0.00627606478387861,336,0.846150757409405,0.965302107317968,41.3492531776428,
PB2_LUNARLANDER_4,7,3,480,28.1118613018151,0.00999999832478607,1024,0.99899999218989,1,113.51383805275,
PB2_LUNARLANDER_4,7,4,640,95.8054233486051,0.00627606478387861,336,0.846150757409405,0.965302107317968,161.195596456528,
PB2_LUNARLANDER_4,7,5,800,76.0175913601981,0.00809707674918818,541,0.984832651509022,0.476002273520457,216.5959649086,
PB2_LUNARLANDER_4,7,6,960,174.251912615082,0.00809707674918818,541,0.984832651509022,0.476002273520457,256.317625045776,
PB2_LUNARLANDER_4,7,7,1120,-10.289661344107,0.00809707674918818,541,0.984832651509022,0.476002273520457,295.180359840393,
PB2_LUNARLANDER_4,7,8,1280,66.1703814708236,0.00809707674918818,541,0.984832651509022,0.476002273520457,358.404684066772,
PB2_LUNARLANDER_4,7,9,1440,67.9211872536685,0.00809707674918818,541,0.984832651509022,0.476002273520457,400.06875038147,
PB2_LUNARLANDER_4,7,10,1600,174.00729041833,0.00123642708413297,158,0.995393806435064,0.132697164368924,457.535743713379,
PB2_LUNARLANDER_4,7,11,1760,235.532822756949,0.00809707674918818,541,0.984832651509022,0.476002273520457,541.792739868164,1760
PB2_LUNARLANDER_4,8,1,160,-108.988445689989,0.00930640300440713,266,0.952527346169866,0.478115745620639,20.3906195163727,
PB2_LUNARLANDER_4,8,2,320,-100.55081343963,0.00930640300440713,266,0.952527346169866,0.478115745620639,71.2262446880341,
PB2_LUNARLANDER_4,8,3,480,9.29392337818527,0.00239434124945104,274,0.983005631333872,0.302435044580802,157.265779256821,
PB2_LUNARLANDER_4,8,4,640,102.424840577711,0.00526935771293679,657,0.999,0.0644035082079333,219.103131294251,
PB2_LUNARLANDER_4,8,5,800,213.087683466339,0.00526935771293679,657,0.999,0.0644035082079333,308.166403532028,800
PB2_LUNARLANDER_4,9,1,160,-38.7630919033488,0.000984697495713292,570,0.985527766508818,0.391155220407066,14.8696668148041,
PB2_LUNARLANDER_4,9,2,320,-30.9932800574588,0.000984697495713292,570,0.985527766508818,0.391155220407066,48.8413152694702,
PB2_LUNARLANDER_4,9,3,480,-94.7102352811473,0.01,1024,0.999,0.01,142.207945108414,
PB2_LUNARLANDER_4,9,4,640,160.775105050882,0.00999999950165513,1024,0.999,0.01,253.78436422348,
PB2_LUNARLANDER_4,9,5,800,172.93838693918,0.00446849572022129,805,0.992623817072759,0.140786322938049,321.253838777542,
PB2_LUNARLANDER_4,9,6,960,181.826963457996,0.00999999950165513,1024,0.999,0.01,395.68022608757,
PB2_LUNARLANDER_4,9,7,1120,161.568866892314,0.00999999950165513,1024,0.999,0.01,440.128531932831,
PB2_LUNARLANDER_4,9,8,1280,220.722512986107,0.00999999950165513,1024,0.999,0.01,490.481407642365,1280
PB2_LUNARLANDER_4,10,1,160,-101.282377388566,0.0098600584149153,75,0.818096445395198,0.387899670796725,16.841283082962,
PB2_LUNARLANDER_4,10,2,320,-70.2660190355904,0.0098600584149153,75,0.818096445395198,0.387899670796725,45.5348930358887,
PB2_LUNARLANDER_4,10,3,480,-35.4190557741719,0.000100000257119049,1024,0.8,0.01,125.415338993073,
PB2_LUNARLANDER_4,10,4,640,99.2022824590065,0.000100000007963177,16,0.999,0.01,215.15287232399,
PB2_LUNARLANDER_4,10,5,800,104.353624499859,0.00999999997756851,16,0.800000015534043,0.999999610172997,252.868310928345,
PB2_LUNARLANDER_4,10,6,960,96.4905198962958,0.0001,16,0.999,1,300.643337965012,
PB2_LUNARLANDER_4,10,7,1120,53.6300958146542,0.0001000144420103,16,0.999,0.01,347.405359983444,
PB2_LUNARLANDER_4,10,8,1280,95.3356217211008,0.0001000144420103,16,0.999,0.01,399.607815265656,
PB2_LUNARLANDER_4,10,9,1440,112.85305760297,0.0001000144420103,16,0.999,0.01,475.743894577026,
PB2_LUNARLANDER_4,10,10,1600,54.3911828538959,0.0001000144420103,16,0.999,0.01,550.034531116486,
PB2_LUNARLANDER_4,10,11,1760,101.591687741368,0.00652522768605225,256,0.976839219217165,0.367659241711205,607.532371759415,
PB2_LUNARLANDER_4,10,12,1920,53.6325518712374,0.0001,1024,0.999,0.01,666.763838768005,
PB2_LUNARLANDER_4,10,13,2080,181.139226142985,0.00773008241280931,239,0.965544017368857,0.812794126580614,704.341143369675,
PB2_LUNARLANDER_4,10,14,2240,165.531014034472,0.0001,1024,0.999,0.01,738.462549209595,
PB2_LUNARLANDER_4,10,15,2400,221.149941441542,0.0001,1024,0.999,0.01,795.461178064346,2400
PB2_LUNARLANDER_4,11,1,160,-51.5288585848966,0.00847646566259389,724,0.886708188540973,0.318214933527938,17.1405324935913,
PB2_LUNARLANDER_4,11,2,320,-3.94016673997752,0.00297516888115398,87,0.825114203549874,0.307976249231034,61.1981284618378,
PB2_LUNARLANDER_4,11,3,480,-30.5674953502124,0.00297516888115398,87,0.825114203549874,0.307976249231034,112.362296104431,
PB2_LUNARLANDER_4,11,4,640,65.7958233689497,0.0078137753602752,250,0.998937766965617,0.0554281703875687,217.931829690933,
PB2_LUNARLANDER_4,11,5,800,172.298070183937,0.0078137753602752,250,0.998937766965617,0.0554281703875687,317.766943454742,
PB2_LUNARLANDER_4,11,6,960,202.361042118651,0.0078137753602752,250,0.998937766965617,0.0554281703875687,393.309360027313,960
PB2_LUNARLANDER_4,12,1,160,-90.303249769188,0.00638979250256982,789,0.873262433268337,0.583313235146301,15.1335265636444,
PB2_LUNARLANDER_4,12,2,320,-104.617988691109,0.00638979250256982,789,0.873262433268337,0.583313235146301,54.5054500102997,
PB2_LUNARLANDER_4,12,3,480,-115.965884354072,0.000483927895789868,201,0.971346252643406,0.219286490049046,96.7964346408844,
PB2_LUNARLANDER_4,12,4,640,-15.1332868764017,0.0099999978351568,689,0.846360086689548,0.291581758827005,185.791073083878,
PB2_LUNARLANDER_4,12,5,800,-4.61557591383361,0.000483927895789868,201,0.971346252643406,0.219286490049046,267.809597969055,
PB2_LUNARLANDER_4,12,6,960,14.3796645080704,0.0001,1024,0.8,0.01,337.465919494629,
PB2_LUNARLANDER_4,12,7,1120,151.394462386185,0.00860556603421861,368,0.987026641243267,0.513685094529239,414.33699297905,
PB2_LUNARLANDER_4,12,8,1280,148.735305854853,0.00860556603421861,368,0.987026641243267,0.513685094529239,481.670857667923,
PB2_LUNARLANDER_4,12,9,1440,150.688864422612,0.00782157229094402,535,0.98312986751386,0.891759607558127,588.777298212051,
PB2_LUNARLANDER_4,12,10,1600,107.788879547348,0.00782157229094402,535,0.98312986751386,0.891759607558127,620.232964277268,
PB2_LUNARLANDER_4,12,11,1760,221.319661746867,0.00856850149631047,923,0.979001246408359,0.232359507960104,652.998279333115,1760
PB2_LUNARLANDER_4,13,1,160,-96.3517616404303,0.00180115474649877,316,0.982012240026287,0.91469459029298,14.8422186374664,
PB2_LUNARLANDER_4,13,2,320,-75.0064361480321,0.00216229232068431,527,0.956943406207983,0.225732109425481,48.4668145179749,
PB2_LUNARLANDER_4,13,3,480,-1.37941986215004,0.0001,1024,0.999,0.01,108.270795345306,
PB2_LUNARLANDER_4,13,4,640,-11.9958733508654,0.00010000216481716,16,0.8,0.0100000526673894,183.611602544785,
PB2_LUNARLANDER_4,13,5,800,25.8822616848992,0.00293391950926187,34,0.988273368316214,0.613150199974949,234.038679361343,
PB2_LUNARLANDER_4,13,6,960,78.413529825077,0.00293391950926187,34,0.988273368316214,0.613150199974949,273.889075756073,
PB2_LUNARLANDER_4,13,7,1120,98.3174521077516,0.00293391950926187,34,0.988273368316214,0.613150199974949,330.216111898422,
PB2_LUNARLANDER_4,13,8,1280,199.373322555379,0.01,1024,0.999,0.01,428.577965021133,
PB2_LUNARLANDER_4,13,9,1440,195.513955829243,0.00557035723308743,1023,0.976152254052043,0.105411247477864,469.913317203522,
PB2_LUNARLANDER_4,13,10,1600,263.149574564366,0.01,1024,0.999,1,531.686949014664,1600
PB2_LUNARLANDER_4,14,1,160,-87.746159582759,0.00668604870009915,536,0.893639436037327,0.193677187602081,21.3481886386871,
PB2_LUNARLANDER_4,14,2,320,-108.469250655545,0.000887698417880453,720,0.823659448291251,0.717175116039407,52.414986371994,
PB2_LUNARLANDER_4,14,3,480,38.0577570502054,0.00782120665144308,472,0.990967710210328,0.0929232090894835,114.629269838333,
PB2_LUNARLANDER_4,14,4,640,159.153503465293,0.00782120665144308,472,0.990967710210328,0.0929232090894835,163.788238286972,
PB2_LUNARLANDER_4,14,5,800,111.091134902325,0.0080757884310503,1018,0.997504595653487,0.315585949360282,218.340392827988,
PB2_LUNARLANDER_4,14,6,960,262.339040645738,0.00782120665144308,472,0.990967710210328,0.0929232090894835,266.051000833511,960
PB2_LUNARLANDER_4,15,1,160,-136.547019751655,0.00844598838550527,977,0.831488998386252,0.94004416075129,15.9732468128204,
PB2_LUNARLANDER_4,15,2,320,107.84317086037,0.00571418094484589,982,0.823791027464598,0.193108089574085,59.7988660335541,
PB2_LUNARLANDER_4,15,3,480,-10.2133919170338,0.00571418094484589,982,0.823791027464598,0.193108089574085,113.349275112152,
PB2_LUNARLANDER_4,15,4,640,83.0830366797458,0.00571418094484589,982,0.823791027464598,0.193108089574085,171.853370189667,
PB2_LUNARLANDER_5,1,1,160,-116.077863776053,0.00235057954291707,981,0.985393886598736,0.586177299076953,17.0849611759186,
PB2_LUNARLANDER_5,1,2,320,-30.2875430756592,0.00235057954291707,981,0.985393886598736,0.586177299076953,54.6494240760803,
PB2_LUNARLANDER_5,1,3,480,-9.22938692899892,0.01,1024,0.998999670799193,1,131.907753705978,
PB2_LUNARLANDER_5,1,4,640,183.020274860367,0.00405236090756465,504,0.984294817818306,0.132128735262439,202.485214233398,
PB2_LUNARLANDER_5,1,5,800,166.237421367015,0.00405236090756465,504,0.984294817818306,0.132128735262439,261.326225042343,
PB2_LUNARLANDER_5,1,6,960,237.84563293866,0.00405236090756465,504,0.984294817818306,0.132128735262439,328.036784172058,960
PB2_LUNARLANDER_5,2,1,160,-85.9087971787664,0.00114218719745577,717,0.83327571273985,0.994408501690134,14.4082224369049,
PB2_LUNARLANDER_5,2,2,320,-111.055235296831,0.00114218719745577,717,0.83327571273985,0.994408501690134,30.7934069633484,
PB2_LUNARLANDER_5,2,3,480,-107.904064652418,0.00114218719745577,717,0.83327571273985,0.994408501690134,54.3394162654877,
PB2_LUNARLANDER_5,2,4,640,-68.4004030111999,0.00615411819254094,125,0.994057278351821,0.215882306087312,88.8049597740173,
PB2_LUNARLANDER_5,2,5,800,-24.1525170262037,0.00615411819254094,125,0.994057278351821,0.215882306087312,164.670443534851,
PB2_LUNARLANDER_5,2,6,960,-31.1716896614194,0.000100000722209324,1024,0.999,0.0100001089672331,248.244698286057,
PB2_LUNARLANDER_5,2,7,1120,170.206346326647,0.00252223771254799,743,0.999,0.01,397.505409002304,
PB2_LUNARLANDER_5,2,8,1280,91.5331863637189,0.00274751828139765,610,0.986709999097713,0.167107641831005,553.053353071213,
PB2_LUNARLANDER_5,2,9,1440,123.873735688421,0.00274751828139765,610,0.986709999097713,0.167107641831005,624.586014509201,
PB2_LUNARLANDER_5,2,10,1600,234.515451593195,0.000100000905824705,1024,0.998999990517984,0.999999999766208,689.409986019135,1600
PB2_LUNARLANDER_5,3,1,160,-107.451924383629,0.00467219275266387,211,0.92642327653969,0.810775155867891,14.9504959583282,
PB2_LUNARLANDER_5,3,2,320,-16.5784837717327,0.00837678001998006,815,0.91179373429588,0.709272817288396,34.5550656318665,
PB2_LUNARLANDER_5,3,3,480,-28.9326044857346,0.00837678001998006,815,0.91179373429588,0.709272817288396,84.4575698375702,
PB2_LUNARLANDER_5,3,4,640,-33.6991661487902,0.01,16,0.999,0.01,177.598013401032,
PB2_LUNARLANDER_5,3,5,800,151.46995243798,0.01,1024,0.990197729417669,0.38074954140154,246.067519903183,
PB2_LUNARLANDER_5,3,6,960,156.004073093198,0.01,1024,0.990197729417669,0.38074954140154,350.767669200897,
PB2_LUNARLANDER_5,3,7,1120,177.494716018829,0.01,1024,0.990197729417669,0.38074954140154,421.825491189957,
PB2_LUNARLANDER_5,3,8,1280,182.185710955668,0.01,1024,0.990197729417669,0.38074954140154,488.386116027832,
PB2_LUNARLANDER_5,3,9,1440,230.728946873718,0.01,1024,0.990197729417669,0.38074954140154,547.45441365242,1440
PB2_LUNARLANDER_5,4,1,160,-98.5554388124822,0.0028542202963311,560,0.941293888887051,0.221124150149998,17.9790754318237,
PB2_LUNARLANDER_5,4,2,320,-17.9281737831288,0.000730248842909671,432,0.895197751035774,0.399837966079218,95.9702379703522,
PB2_LUNARLANDER_5,4,3,480,-21.8232484388044,0.00195308946675556,799,0.834518248940455,0.556835340087219,152.10963177681,
PB2_LUNARLANDER_5,4,4,640,0.20751525482446,0.01,1024,0.999,0.01,228.208212614059,
PB2_LUNARLANDER_5,4,5,800,142.997880750394,0.00959687203807738,1024,0.999,0.0100000013799379,307.438829183579,
PB2_LUNARLANDER_5,4,6,960,231.587844594725,0.00959687203807738,1024,0.999,0.0100000013799379,381.695515394211,960
PB2_LUNARLANDER_5,5,1,160,-81.4071616504891,0.000111124168366873,67,0.916865436153709,0.827526443525043,16.1767919063568,
PB2_LUNARLANDER_5,5,2,320,-101.240093632555,0.00138057270401417,404,0.959970396916488,0.509618013112993,54.9032318592072,
PB2_LUNARLANDER_5,5,3,480,-64.4897770909131,0.00138057270401417,404,0.959970396916488,0.509618013112993,109.284772396088,
PB2_LUNARLANDER_5,5,4,640,-22.4418802734361,0.00999999968677764,1024,0.999,0.0100000525027858,189.275589466095,
PB2_LUNARLANDER_5,5,5,800,183.242465505573,0.00999999968677764,1024,0.999,0.0100000525027858,283.918555736542,
PB2_LUNARLANDER_5,5,6,960,159.214305013673,0.00220778819965687,750,0.976556678048309,0.364573114274392,340.915757894516,
PB2_LUNARLANDER_5,5,7,1120,186.059258518313,0.00220778819965687,750,0.976556678048309,0.364573114274392,383.275994777679,
PB2_LUNARLANDER_5,5,8,1280,223.84415850952,0.00405454230798434,505,0.984677309992768,0.332593797013036,441.781611680985,1280
PB2_LUNARLANDER_5,6,1,160,-51.4174859206883,0.00330074139499707,534,0.873881158703408,0.97529293794144,17.4908399581909,
PB2_LUNARLANDER_5,6,2,320,-96.2130330561803,0.00330074139499707,534,0.873881158703408,0.97529293794144,33.5386097431183,
PB2_LUNARLANDER_5,6,3,480,-34.6914877391073,0.01,16,0.998999973972273,0.0100002209622625,101.435839176178,
PB2_LUNARLANDER_5,6,4,640,-57.0470713790319,0.01,16,0.999,0.01,167.303785324097,
PB2_LUNARLANDER_5,6,5,800,69.5138217540679,0.00999999999999973,16,0.973879727042964,0.459788723041914,216.935350656509,
PB2_LUNARLANDER_5,6,6,960,-46.9532944237984,0.000343562867954396,1024,0.988750620592656,0.963076912081234,250.418829441071,
PB2_LUNARLANDER_5,6,7,1120,-53.9524711641058,0.0001,442,0.958629319828484,1,289.628816366196,
PB2_LUNARLANDER_5,6,8,1280,-14.5264548627778,0.0001,442,0.958629319828484,1,331.312785387039,
PB2_LUNARLANDER_5,6,9,1440,36.9837408285689,0.0001,1024,0.999,0.999999993440596,376.319710969925,
PB2_LUNARLANDER_5,6,10,1600,162.732958517478,0.00999148302135253,732,0.997654263242009,0.179135723455401,469.351211547852,
PB2_LUNARLANDER_5,6,11,1760,235.400406817726,0.00999148302135253,732,0.997654263242009,0.179135723455401,524.417652130127,1760
PB2_LUNARLANDER_5,7,1,160,-107.658770725852,0.00165787123476449,900,0.847810714175654,0.3471680309731,16.0657377243042,
PB2_LUNARLANDER_5,7,2,320,-7.40531627269537,0.00450670905366049,816,0.876587154342681,0.487694563573426,45.0567452907562,
PB2_LUNARLANDER_5,7,3,480,-76.9394097895241,0.00237793860373204,670,0.903004074201854,0.390092265782266,93.2649812698364,
PB2_LUNARLANDER_5,7,4,640,46.1437033138074,0.00117743324033,283,0.98784379733056,0.0894519798091136,189.242867946625,
PB2_LUNARLANDER_5,7,5,800,99.9351449215342,0.0001,16,0.999,0.01,271.334060192108,
PB2_LUNARLANDER_5,7,6,960,69.0927003424956,0.00117743324033,283,0.98784379733056,0.0894519798091136,370.306240320206,
PB2_LUNARLANDER_5,7,7,1120,236.770199825371,0.00130747472177054,1000,0.99856071279081,0.010206728071577,435.564123153687,1120
PB2_LUNARLANDER_5,8,1,160,-78.1834716510752,0.000223783997129565,937,0.865724089722231,0.48944139919894,12.9807052612305,
PB2_LUNARLANDER_5,8,2,320,-71.7858721779785,0.00763953630806052,154,0.882238419074446,0.977927950740889,40.4309270381928,
PB2_LUNARLANDER_5,8,3,480,-39.4766832137442,0.00966037581952964,281,0.998999918432326,0.0100002951288736,81.9660065174103,
PB2_LUNARLANDER_5,8,4,640,35.6949028151882,0.00966037581952964,281,0.998999918432326,0.0100002951288736,139.228488445282,
PB2_LUNARLANDER_5,8,5,800,137.758370138655,0.01,1024,0.99899999186885,0.01,243.074737071991,
PB2_LUNARLANDER_5,8,6,960,170.785270026536,0.00984005447202593,933,0.976018112675801,0.251050255882984,300.152838468552,
PB2_LUNARLANDER_5,8,7,1120,-17.1604023515314,0.00247951271294688,680,0.998999998711862,0.01,376.774701118469,
PB2_LUNARLANDER_5,8,8,1280,172.753732675207,0.00984005447202593,933,0.976018112675801,0.251050255882984,423.907476186752,
PB2_LUNARLANDER_5,8,9,1440,180.240032360524,0.00984005447202593,933,0.976018112675801,0.251050255882984,460.107343435288,
PB2_LUNARLANDER_5,8,10,1600,152.047151223732,0.00984005447202593,933,0.976018112675801,0.251050255882984,504.619701147079,
PB2_LUNARLANDER_5,8,11,1760,-25.5597899398978,0.00891538357317075,351,0.971317914469987,0.706373017149291,563.389160871506,
PB2_LUNARLANDER_5,8,12,1920,45.6587611217913,0.00918509345143077,369,0.985178802992235,0.280193877025323,663.519605875015,
PB2_LUNARLANDER_5,8,13,2080,110.096652094698,0.00918509345143077,369,0.985178802992235,0.280193877025323,760.841594219208,
PB2_LUNARLANDER_5,8,14,2240,94.3096972741782,0.00918509345143077,369,0.985178802992235,0.280193877025323,820.885204792023,
PB2_LUNARLANDER_5,8,15,2400,148.454567927802,0.00918509345143077,369,0.985178802992235,0.280193877025323,880.859975337982,
PB2_LUNARLANDER_5,8,16,2560,238.826554731055,0.00918509345143077,369,0.985178802992235,0.280193877025323,927.687016487122,2560
PB2_LUNARLANDER_5,9,1,160,-75.9228804040238,0.00299453207201148,74,0.836792560834453,0.265289788443034,13.8707377910614,
PB2_LUNARLANDER_5,9,2,320,82.458872734226,0.00299453207201148,74,0.836792560834453,0.265289788443034,75.3772857189179,
PB2_LUNARLANDER_5,9,3,480,-27.4809201617583,0.0001,16,0.999,1,150.352236032486,
PB2_LUNARLANDER_5,9,4,640,-1.44767618692513,0.00130563007350121,410,0.984204140450947,0.0656989434820761,200.460788249969,
PB2_LUNARLANDER_5,9,5,800,182.011199557949,0.01,1024,0.999,0.01,285.423086166382,
PB2_LUNARLANDER_5,9,6,960,196.559253247539,0.01,1024,0.999,0.01,363.861883640289,
PB2_LUNARLANDER_5,9,7,1120,191.107154717016,0.01,1024,0.999,0.01,431.40960931778,
PB2_LUNARLANDER_5,9,8,1280,221.061325699423,0.00265346752087403,431,0.990764930258233,0.261077354980435,487.725038290024,1280
PB2_LUNARLANDER_5,10,1,160,14.6412717808921,0.00877724087269376,325,0.929426182142848,0.346686517522009,21.1033601760864,
PB2_LUNARLANDER_5,10,2,320,41.7319274549986,0.00875793174730522,768,0.832637452747085,0.289908217101464,71.8516223430634,
PB2_LUNARLANDER_5,10,3,480,-43.2162104383517,0.0001,1024,0.8,1,143.562099456787,
PB2_LUNARLANDER_5,10,4,640,103.794608600958,0.00256503145956024,905,0.99644523794159,0.0957582141144306,223.916232585907,
PB2_LUNARLANDER_5,10,5,800,201.098239660495,0.0001,1024,0.999,0.01,316.30900144577,800
PB2_LUNARLANDER_5,11,1,160,0.307863761031848,0.00728223941604058,385,0.97480885698699,0.197343086790071,18.9300720691681,
PB2_LUNARLANDER_5,11,2,320,-51.0256594880033,0.00728223941604058,385,0.97480885698699,0.197343086790071,50.3475823402405,
PB2_LUNARLANDER_5,11,3,480,23.3579272071291,0.00728223941604058,385,0.97480885698699,0.197343086790071,116.199189901352,
