experiment_id,run_iteration,gen,total_episodes,score,lr,batch_size,gamma,epsilon,Max Iteration Episode,Iteration time
mu03_01,1,1,80,9.6,0.00721,841,0.972,0.4313,,
mu03_01,1,2,160,46.5,0.00854,85,0.948,0.8183,,
mu03_01,1,3,240,237.9,0.00556,876,0.988,0.6878,,
mu03_01,1,4,320,500.0,0.00556,876,0.988,0.6878,,
mu03_01,1,,,,,,,,320,62
mu03_01,2,1,80,23.4,0.00595,493,0.902,0.3426,,
mu03_01,2,2,160,32.3,0.00494,968,0.926,0.888,,
mu03_01,2,3,240,463.0,0.00595,493,0.902,0.3426,,
mu03_01,2,4,320,371.5,0.00048,53,0.964,0.7785,,
mu03_01,2,5,400,500.0,0.00456,819,0.985,0.6441,,
mu03_01,2,,,,,,,,400,86
mu03_01,3,1,80,14.4,0.00603,404,0.841,0.3229,,
mu03_01,3,2,160,66.5,0.0063,142,0.893,0.585,,
mu03_01,3,3,240,500.0,0.0063,142,0.893,0.585,,
mu03_01,3,,,,,,,,240,48
mu03_01,4,1,80,23.4,0.00318,338,0.888,0.3781,,
mu03_01,4,2,160,116.8,0.00354,371,0.883,0.7663,,
mu03_01,4,3,240,269.2,0.00736,299,0.984,0.5304,,
mu03_01,4,4,320,472.1,0.0012,658,0.999,0.9169,,
mu03_01,4,5,400,500.0,0.006,95,0.96,0.6087,,
mu03_01,4,,,,,,,,400,246
mu03_01,5,1,80,17.1,0.00782,849,0.82,0.9234,,
mu03_01,5,2,160,23.8,0.00043,118,0.966,0.6949,,
mu03_01,5,3,240,111.7,0.00709,24,0.963,0.5354,,
mu03_01,5,4,320,500.0,0.00973,200,0.839,0.7584,,
mu03_01,5,,,,,,,,320,137
mu03_01,6,1,80,10.3,0.0095,143,0.807,0.182,,
mu03_01,6,2,160,28.6,0.00928,720,0.845,0.938,,
mu03_01,6,3,240,181.8,0.00441,794,0.865,0.1288,,
mu03_01,6,4,320,500.0,0.00071,842,0.83,0.8963,,
mu03_01,6,,,,,,,,320,222
mu03_01,7,1,80,20.2,0.00629,452,0.963,0.3599,,
mu03_01,7,2,160,52.5,0.0021,447,0.949,0.8855,,
mu03_01,7,3,240,500.0,0.00268,770,0.869,0.7217,,
mu03_01,7,,,,,,,,240,122
mu03_01,8,1,80,11.2,0.00458,647,0.807,0.6904,,
mu03_01,8,2,160,113.2,0.00734,673,0.847,0.8526,,
mu03_01,8,3,240,174.0,0.0023,282,0.907,0.2891,,
mu03_01,8,4,320,195.5,0.00327,257,0.999,0.656,,
mu03_01,8,5,400,235.8,0.0013,113,0.963,0.6205,,
mu03_01,8,6,480,181.9,0.00303,16,0.953,0.9221,,
mu03_01,8,7,560,210.6,0.00303,16,0.953,0.9221,,
mu03_01,8,8,640,219.0,0.00894,211,0.991,0.6785,,
mu03_01,8,9,720,196.5,0.00139,51,0.93,0.866,,
mu03_01,8,10,800,147.2,0.00867,135,0.918,0.8907,,
mu03_01,8,11,880,209.8,0.00548,601,0.964,0.9958,,
mu03_01,8,12,960,432.5,0.00742,159,0.981,0.8474,,
mu03_01,8,13,1040,312.8,0.00742,159,0.981,0.8474,,
mu03_01,8,14,1120,191.9,0.0088,737,0.99,0.9743,,
mu03_01,8,15,1200,258.8,0.00742,159,0.981,0.8474,,
mu03_01,8,16,1280,500.0,0.00588,825,0.976,0.0948,,
mu03_01,8,,,,,,,,1280,734
mu03_01,9,1,80,19.8,0.00262,585,0.871,0.1241,,
mu03_01,9,2,160,37.5,0.00273,232,0.801,0.7287,,
mu03_01,9,3,240,500.0,0.00331,1009,0.959,0.5431,,
mu03_01,9,,,,,,,,240,127
mu03_01,10,1,80,15.7,0.00509,571,0.814,0.7546,,
mu03_01,10,2,160,41.6,0.00345,751,0.931,0.8689,,
