experiment_id,run_iteration,gen,total_episodes,score,lr,batch_size,gamma,epsilon,Max Iteration Episode,Iteration time
Mu00-01,1,1,80,15,0.00832,501,0.925,0.3518,,
Mu00-01,1,2,160,24.3,0.00965,913,0.861,0.9934,,
Mu00-01,1,3,240,311.9,0.00029,1010,0.946,0.2449,,
Mu00-01,1,4,320,295.9,0.00212,244,0.834,0.938,,
Mu00-01,1,5,400,500,0.00076,163,0.919,0.8481,,
Mu00-01,1,,,,,,,,400,53
Mu00-01,2,1,80,11.1,0.0075,291,0.871,0.0535,,
Mu00-01,2,2,160,17.5,0.00252,406,0.901,0.9587,,
Mu00-01,2,3,240,205.8,0.00807,1021,0.936,0.4923,,
Mu00-01,2,4,320,312.9,0.00954,982,0.9,0.812,,
Mu00-01,2,5,400,211.9,0.00676,681,0.9,0.4442,,
Mu00-01,2,6,480,424,0.00676,681,0.9,0.4442,,
Mu00-01,2,7,560,468.8,0.00676,681,0.9,0.4442,,
Mu00-01,2,8,640,500,0.00716,696,0.899,0.887,,
Mu00-01,2,,,,,,,,640,85
Mu00-02,1,1,80,13.7,0.00285,655,0.949,0.3519,,
Mu00-02,1,2,160,18.3,0.00119,485,0.953,0.9064,,
Mu00-02,1,3,240,131,0.00936,286,0.864,0.1742,,
Mu00-02,1,4,320,253.3,0.00936,286,0.864,0.1742,,
Mu00-02,1,5,400,183.9,0.00984,341,0.865,0.2675,,
Mu00-02,1,6,480,195.5,0.00792,734,0.853,0.0652,,
Mu00-02,1,7,560,259.6,0.00984,341,0.865,0.2675,,
Mu00-02,1,8,640,500,0.00984,341,0.865,0.2675,,
Mu00-02,1,,,,,,,,640,123
Mu00-02,2,1,80,25.5,0.00607,892,0.903,0.261,,
Mu00-02,2,2,160,24.8,0.00837,54,0.963,0.9047,,
Mu00-02,2,3,240,453.3,0.00797,783,0.825,0.3051,,
Mu00-02,2,4,320,278.9,0.00377,58,0.976,0.6054,,
Mu00-02,2,5,400,430.4,0.00013,76,0.819,0.5474,,
Mu00-02,2,6,480,266.1,0.00013,76,0.819,0.5474,,
Mu00-02,2,7,560,376.7,0.00013,76,0.819,0.5474,,
Mu00-02,2,8,640,500,0.00813,995,0.892,0.1569,,
Mu00-02,2,,,,,,,,640,114
Mu00-02,3,1,80,11,0.00525,720,0.976,0.7474,,
Mu00-02,3,2,160,15.8,0.00525,720,0.976,0.7474,,
Mu00-02,3,3,240,193.5,0.00479,106,0.97,0.3011,,
Mu00-02,3,4,320,500,0.00479,106,0.97,0.3011,,
Mu00-02,3,,,,,,,,320,38
Mu00-02,4,1,80,12,0.00981,987,0.944,0.9815,,
Mu00-02,4,2,160,16.2,0.00076,1021,0.965,0.6204,,
Mu00-02,4,3,240,100.6,0.00481,494,0.877,0.8627,,
Mu00-02,4,4,320,191.2,0.00155,702,0.83,0.3873,,
Mu00-02,4,5,400,500,0.00335,701,0.847,0.7333,,
Mu00-02,4,,,,,,,,400,57
Mu00-02,5,1,80,11.8,0.00603,413,0.98,0.7297,,
Mu00-02,5,2,160,108.4,0.00603,413,0.98,0.7297,,
Mu00-02,5,3,240,223.4,0.00458,623,0.919,0.9851,,
Mu00-02,5,4,320,212.3,0.00927,64,0.989,0.1634,,
Mu00-02,5,5,400,244.8,0.00051,196,0.994,0.4843,,
Mu00-02,5,6,480,447.8,0.00051,196,0.994,0.4843,,
Mu00-02,5,7,560,453.7,0.00116,99,0.965,0.9301,,
Mu00-02,5,8,640,500,0.00143,30,0.895,0.527,,
Mu00-02,5,,,,,,,,640,95
Mu00-02,6,1,80,18.9,0.0003,42,0.816,0.8808,,
Mu00-02,6,2,160,10.6,0.00173,316,0.831,0.8326,,
Mu00-02,6,3,240,500,0.00173,316,0.831,0.8326,,
Mu00-02,6,,,,,,,,240,22
Mu00-02,7,1,80,12.3,0.0028,51,0.927,0.9776,,
Mu00-02,7,2,160,144.5,0.00819,282,0.929,0.0674,,
Mu00-02,7,3,240,336.5,0.00101,101,0.985,0.4372,,
Mu00-02,7,4,320,443.1,0.0028,51,0.927,0.9776,,
Mu00-02,7,5,400,144.3,0.00331,188,0.934,0.9497,,
Mu00-02,7,6,480,390,0.00033,918,0.932,0.7526,,
Mu00-02,7,7,560,500,0.00331,188,0.934,0.9497,,
Mu00-02,7,,,,,,,,560,113
Mu00-02,8,1,80,9.8,0.00356,696,0.913,0.1722,,
Mu00-02,8,2,160,18.3,0.00087,132,0.944,0.6569,,
Mu00-02,8,3,240,143.4,0.00044,335,0.994,0.8201,,
Mu00-02,8,4,320,373.5,0.00462,613,0.941,0.6879,,
Mu00-02,8,5,400,500,0.00331,917,0.964,0.8795,,
Mu00-02,8,,,,,,,,400,52
Mu00-02,9,1,80,106.7,0.00943,23,0.801,0.2352,,
Mu00-02,9,2,160,452.3,0.00929,178,0.84,0.5628,,
Mu00-02,9,3,240,184.1,0.00929,178,0.84,0.5628,,
Mu00-02,9,4,320,174.4,0.00493,122,0.808,0.3145,,
Mu00-02,9,5,400,312.6,0.00948,63,0.952,0.4463,,
Mu00-02,9,6,480,157.8,0.00392,24,0.967,0.9884,,
Mu00-02,9,7,560,211.9,0.00924,421,0.888,0.5552,,
Mu00-02,9,8,640,239.1,0.00805,807,0.99,0.9225,,
Mu00-02,9,9,720,278.1,0.00805,807,0.99,0.9225,,
Mu00-02,9,10,800,292,0.00805,807,0.99,0.9225,,
Mu00-02,9,11,880,293.1,0.00775,997,0.958,0.9084,,
Mu00-02,9,12,960,215.6,0.00775,997,0.958,0.9084,,
Mu00-02,9,13,1040,408.1,0.00775,997,0.958,0.9084,,
Mu00-02,9,14,1120,377.6,0.01,831,0.917,0.8488,,
Mu00-02,9,15,1200,293.6,0.01,831,0.917,0.8488,,
Mu00-02,9,16,1280,243.5,0.00979,721,0.956,0.7307,,
Mu00-02,9,17,1360,444.3,0.0091,888,0.891,0.8175,,
Mu00-02,9,18,1440,208.3,0.00971,822,0.946,0.6867,,
Mu00-02,9,19,1520,232.3,0.00994,862,0.946,0.705,,
Mu00-02,9,20,1600,416.5,0.00994,862,0.946,0.705,,
Mu00-02,9,21,1680,500,0.00958,837,0.998,0.6699,,
Mu00-02,9,,,,,,,,1680,243
Mu00-02,10,1,80,14,0.00531,379,0.981,0.2857,,
Mu00-02,10,2,160,192.3,0.00338,909,0.979,0.7883,,
Mu00-02,10,3,240,222.2,0.00531,379,0.981,0.2857,,
Mu00-02,10,4,320,212.6,0.00087,904,0.942,0.7127,,
Mu00-02,10,5,400,239.3,0.00068,695,0.966,0.3359,,
Mu00-02,10,6,480,304.3,0.00068,695,0.966,0.3359,,
Mu00-02,10,7,560,355.7,0.00528,891,0.996,0.3677,,
Mu00-02,10,8,640,500,0.00181,911,0.991,0.863,,
Mu00-02,10,,,,,,,,640,143
Mu00-02,11,1,80,12.4,0.00693,176,0.8,0.6431,,
Mu00-02,11,2,160,42.4,0.00151,641,0.878,0.5126,,
Mu00-02,11,3,240,428.5,0.00134,938,0.967,0.418,,
Mu00-02,11,4,320,500,0.00503,339,0.899,0.4905,,
Mu00-02,11,,,,,,,,320,54
Mu00-02,12,1,80,11,0.00143,77,0.839,0.397,,
Mu00-02,12,2,160,109,0.00342,604,0.818,0.6615,,
Mu00-02,12,3,240,157.9,0.00471,401,0.826,0.9061,,
Mu00-02,12,4,320,256.3,0.00281,550,0.836,0.9927,,
Mu00-02,12,5,400,488.5,0.00074,709,0.878,0.9186,,
Mu00-02,12,6,480,485.9,0.00405,316,0.953,0.9873,,
Mu00-02,12,7,560,479.5,0.00675,979,0.98,0.9456,,
Mu00-02,12,8,640,438.3,0.00675,979,0.98,0.9456,,
Mu00-02,12,9,720,346.3,0.00448,664,0.964,0.9451,,
Mu00-02,12,10,800,293.9,0.0055,778,0.92,0.9999,,
Mu00-02,12,11,880,463.5,0.00723,711,0.9,0.9837,,
Mu00-02,12,12,960,331.1,0.00568,922,0.842,0.8711,,
